Area name,Aged 4 years and under,Aged 5 to 9 years,Aged 10 to 14 years,Aged 15 to 19 years,Aged 20 to 24 years,Aged 25 to 29 years,Aged 30 to 34 years,Aged 35 to 39 years,Aged 40 to 44 years,Aged 45 to 49 years,Aged 50 to 54 years,Aged 55 to 59 years,Aged 60 to 64 years,Aged 65 to 69 years,Aged 70 to 74 years,Aged 75 to 79 years,Aged 80 to 84 years,Aged 85 years and over,Aged 90 years and over,Con,Lab,LibDem,Green,Other,Vacant,Majority
Manchester,0.062318841,0.066304348,0.06576087,0.076811594,0.112137681,0.095289855,0.086956522,0.076268116,0.064855072,0.05634058,0.055072464,0.048369565,0.039130435,0.029891304,0.025,0.016666667,0.012137681,0.006884058,0.010688406,0,0.947916667,0.020833333,0.03125,0,0,LAB
Mansfield,0.054298643,0.059728507,0.059728507,0.048868778,0.049773756,0.065158371,0.071493213,0.069683258,0.059728507,0.061538462,0.071493213,0.074208145,0.063348416,0.053393665,0.05158371,0.038914027,0.025339367,0.015384615,0.023529412,0.027777778,0.388888889,0,0,0.555555556,0.027777778,NOC
Medway,0.061829878,0.06540386,0.064331665,0.057898499,0.056826305,0.06540386,0.072909221,0.069692638,0.066118656,0.063259471,0.068263045,0.067190851,0.056111508,0.04610436,0.046461758,0.031808435,0.021443888,0.012151537,0.018584703,0.6,0.363636364,0,0,0.036363636,0,CON
Melton,0.046332046,0.054054054,0.057915058,0.048262548,0.044401544,0.05019305,0.055984556,0.054054054,0.055984556,0.061776062,0.081081081,0.083011583,0.069498069,0.061776062,0.065637066,0.046332046,0.028957529,0.019305019,0.028957529,0.678571429,0,0,0.035714286,0.25,0.035714286,CON
Merton,0.062732342,0.061802974,0.06133829,0.04972119,0.05204461,0.079925651,0.089219331,0.088289963,0.084107807,0.072026022,0.067379182,0.058550186,0.04739777,0.036710037,0.032992565,0.022304833,0.017193309,0.010223048,0.016728625,0.122807018,0.543859649,0.298245614,0,0.035087719,0,LAB
Mid Devon,0.048309179,0.055555556,0.060386473,0.053140097,0.043478261,0.049516908,0.054347826,0.056763285,0.055555556,0.061594203,0.074879227,0.077294686,0.06884058,0.062801932,0.065217391,0.048309179,0.032608696,0.019323671,0.031400966,0.404761905,0,0.261904762,0.047619048,0.285714286,0,NOC
Mid Suffolk,0.043816943,0.050632911,0.054527751,0.050632911,0.044790652,0.052580331,0.055501461,0.053554041,0.053554041,0.062317429,0.074001947,0.078870497,0.071080818,0.065238559,0.071080818,0.050632911,0.034079844,0.020447907,0.032132425,0.470588235,0,0.147058824,0.352941176,0.029411765,0,NOC
Mid Sussex,0.054390564,0.061598952,0.064220183,0.05242464,0.041939712,0.050458716,0.060288336,0.064875491,0.068807339,0.072083879,0.074705111,0.070117955,0.058322412,0.051769332,0.053735256,0.041939712,0.028178244,0.019003932,0.030799476,0.611111111,0,0.240740741,0.074074074,0.074074074,0,CON
Middlesbrough,0.061848506,0.068102849,0.066018068,0.059763725,0.070882557,0.071577484,0.071577484,0.065323141,0.055594163,0.054899236,0.060458652,0.065323141,0.060458652,0.050034746,0.045170257,0.029881862,0.022237665,0.013898541,0.020847811,0.065217391,0.456521739,0,0,0.47826087,0,NOC
Milton Keynes,0.061672474,0.070731707,0.071777003,0.056794425,0.052264808,0.066202091,0.076655052,0.080139373,0.07804878,0.070383275,0.067247387,0.059581882,0.050522648,0.042508711,0.03902439,0.025087108,0.016376307,0.009059233,0.014634146,0.385964912,0.350877193,0.245614035,0,0,0.01754386,NOC
Mole Valley,0.04576659,0.053775744,0.060640732,0.053775744,0.041189931,0.04576659,0.04805492,0.054919908,0.062929062,0.06979405,0.077803204,0.078947368,0.067505721,0.058352403,0.059496568,0.04805492,0.034324943,0.02402746,0.037757437,0.219512195,0,0.585365854,0.024390244,0.170731707,0,LD
New Forest,0.040955631,0.048919226,0.053469852,0.047212742,0.040386803,0.043799772,0.048350398,0.048919226,0.051194539,0.058020478,0.071672355,0.07963595,0.072810011,0.069397042,0.076791809,0.059158134,0.042093288,0.027872582,0.046075085,0.733333333,0,0.216666667,0,0.05,0,CON
Newark and Sherwood,0.049633849,0.054515867,0.056143206,0.051261188,0.049633849,0.058584215,0.061025224,0.058584215,0.056143206,0.063466233,0.074857608,0.075671277,0.066720911,0.058584215,0.062652563,0.04637917,0.030105777,0.017087063,0.026851098,0.743589744,0.179487179,0.051282051,0,0.025641026,0,CON
Newcastle upon Tyne,0.051965356,0.05562958,0.054630247,0.077948035,0.122251832,0.077948035,0.070952698,0.065289807,0.056295803,0.053297801,0.055962692,0.057961359,0.051632245,0.04230513,0.039307129,0.026315789,0.019986676,0.01332445,0.020652898,0,0.653846154,0.269230769,0,0.064102564,0.012820513,LAB
Newcastle-under-Lyme,0.04703974,0.052716951,0.052716951,0.062449311,0.069748581,0.055961071,0.060827251,0.058394161,0.055961071,0.060827251,0.071370641,0.071370641,0.064071371,0.055150041,0.059205191,0.04298459,0.03081914,0.01865369,0.02838605,0.568181818,0.431818182,0,0,0,0,CON
Newham,0.068071774,0.06636286,0.06636286,0.06294503,0.080603817,0.10253489,0.104528624,0.09256622,0.078040444,0.064938764,0.058387924,0.04642552,0.03645685,0.025918542,0.017943606,0.011392766,0.009114212,0.004841925,0.007120478,0,0.954545455,0,0.03030303,0.015151515,0,LAB
Norfolk,0.046387252,0.052826894,0.053481773,0.051189697,0.055446409,0.057411046,0.060248854,0.057629339,0.05511897,0.060358,0.068980572,0.071709234,0.064942152,0.060576293,0.066470203,0.049770792,0.033944554,0.021283563,0.033617114,0.654761905,0.142857143,0.119047619,0.035714286,0.035714286,0.011904762,CON
North Devon,0.045638945,0.052738337,0.056795132,0.050709939,0.042596349,0.051724138,0.054766734,0.051724138,0.053752535,0.059837728,0.072008114,0.077079108,0.072008114,0.063894523,0.069979716,0.053752535,0.034482759,0.022312373,0.035496957,0.19047619,0,0.523809524,0.047619048,0.238095238,0,LD
North East Derbyshire,0.047058824,0.052941176,0.053921569,0.047058824,0.045098039,0.054901961,0.055882353,0.054901961,0.054901961,0.061764706,0.075490196,0.076470588,0.069607843,0.062745098,0.067647059,0.053921569,0.034313725,0.019607843,0.029411765,0.509433962,0.339622642,0.056603774,0,0.094339623,0,CON
North East Lincolnshire,0.054174634,0.06054812,0.061185468,0.053537285,0.05098789,0.059273423,0.066284257,0.06054812,0.053537285,0.06054812,0.070745698,0.075207138,0.06500956,0.055449331,0.056724028,0.039515615,0.029955386,0.01848311,0.027405991,0.714285714,0.19047619,0.071428571,0,0.023809524,0,CON
North Hertfordshire,0.056306306,0.061561562,0.062312312,0.0503003,0.044294294,0.057057057,0.065315315,0.067567568,0.070570571,0.071321321,0.071321321,0.070570571,0.058558559,0.048798799,0.0503003,0.037537538,0.027777778,0.018768769,0.029279279,0.387755102,0.326530612,0.265306122,0,0,0.020408163,NOC
North Kesteven,0.046610169,0.055932203,0.055932203,0.05,0.046610169,0.055932203,0.060169492,0.058474576,0.055084746,0.063559322,0.076271186,0.076271186,0.06440678,0.056779661,0.06440678,0.049152542,0.034745763,0.018644068,0.028813559,0.488372093,0,0,0,0.465116279,0.046511628,NOC
North Lincolnshire,0.049499116,0.056570418,0.059516794,0.052445492,0.047731291,0.057159694,0.06246317,0.060695345,0.054802593,0.06128462,0.073659399,0.076605775,0.067177372,0.058927519,0.06010607,0.043017089,0.02946376,0.018267531,0.027695934,0.651162791,0.325581395,0,0,0.023255814,0,CON
North Norfolk,0.03592233,0.042718447,0.046601942,0.042718447,0.037864078,0.041747573,0.044660194,0.044660194,0.04368932,0.053398058,0.068932039,0.078640777,0.083495146,0.080582524,0.09223301,0.067961165,0.045631068,0.030097087,0.047572816,0.25,0,0.6,0,0.15,0,LD
North Northamptonshire,0.056189152,0.062586926,0.064534075,0.055076495,0.049513213,0.062308762,0.069262865,0.067872045,0.064812239,0.066481224,0.073713491,0.069262865,0.057023644,0.050069541,0.051182197,0.036439499,0.023087622,0.013630042,0.021418637,0.717948718,0.192307692,0.012820513,0.038461538,0.025641026,0.012820513,CON
North Somerset,0.049377019,0.056760498,0.059067836,0.049838486,0.044762344,0.049838486,0.056760498,0.060452238,0.061836641,0.065066913,0.071527457,0.07291186,0.062298108,0.057683433,0.064605445,0.049838486,0.033687125,0.021227503,0.034148593,0.26,0.12,0.2,0.08,0.34,0,NOC
North Tyneside,0.052631579,0.056937799,0.057894737,0.049760766,0.045454545,0.058373206,0.066507177,0.068421053,0.065550239,0.06507177,0.069856459,0.072727273,0.06507177,0.057894737,0.05645933,0.037320574,0.027272727,0.016746411,0.025837321,0.083333333,0.85,0,0,0.066666667,0,LAB
North Warwickshire,0.049230769,0.055384615,0.055384615,0.049230769,0.047692308,0.056923077,0.063076923,0.058461538,0.055384615,0.064615385,0.078461538,0.078461538,0.067692308,0.056923077,0.061538462,0.044615385,0.029230769,0.016923077,0.026153846,0.657142857,0.285714286,0,0,0.028571429,0.028571429,CON
North West Leicestershire,0.051575931,0.05635148,0.0582617,0.051575931,0.055396371,0.05921681,0.063992359,0.062082139,0.06017192,0.068767908,0.077363897,0.072588348,0.06112703,0.053486151,0.0582617,0.042024833,0.025787966,0.014326648,0.021967526,0.578947368,0.184210526,0.105263158,0.026315789,0.105263158,0,CON
North Yorkshire,0.045173871,0.050698733,0.054761131,0.0519987,0.04241144,0.050861228,0.054761131,0.053948651,0.054111147,0.06158596,0.075723107,0.080760481,0.073448164,0.064998375,0.068573286,0.049398765,0.034449139,0.020961976,0.032499188,0.511111111,0.133333333,0.144444444,0.055555556,0.155555556,0,CON
Northumberland,0.044291953,0.052089832,0.054273238,0.04897068,0.043356207,0.04959451,0.052713662,0.054273238,0.054273238,0.061447286,0.072364317,0.080474111,0.077354959,0.070492826,0.071740487,0.049282595,0.033063007,0.01933874,0.029943855,0.492537313,0.298507463,0.059701493,0.029850746,0.119402985,0,NOC
Norwich,0.047916667,0.052777778,0.050694444,0.071527778,0.114583333,0.084027778,0.08125,0.072222222,0.0625,0.056944444,0.056944444,0.054166667,0.044444444,0.040277778,0.038888889,0.028472222,0.019444444,0.013194444,0.021527778,0,0.641025641,0.076923077,0.282051282,0,0,LAB
Nottingham,0.054989188,0.05931418,0.058078468,0.097930182,0.135001545,0.075069509,0.074760581,0.06549274,0.056842756,0.054371331,0.055298116,0.052517763,0.042940995,0.033673154,0.030274946,0.021316033,0.015755329,0.010194625,0.016373185,0.036363636,0.909090909,0,0,0.054545455,0,LAB
Nottinghamshire,0.050800194,0.057225994,0.057953443,0.050557711,0.050557711,0.059772066,0.064379243,0.062439379,0.059529583,0.063409311,0.07371484,0.073957323,0.06328807,0.055407371,0.058074685,0.04328322,0.028976722,0.017216295,0.026794374,0.515151515,0.227272727,0.015151515,0,0.242424242,0,CON
Nuneaton and Bedworth,0.058122206,0.061102832,0.061102832,0.051415797,0.05290611,0.064828614,0.072280179,0.066318927,0.060357675,0.062593145,0.071535022,0.068554396,0.058867362,0.051415797,0.052160954,0.039493294,0.026080477,0.01490313,0.022354694,0.794117647,0.147058824,0,0.058823529,0,0,CON
Oadby and Wigston,0.050259965,0.060658579,0.060658579,0.072790295,0.050259965,0.055459272,0.060658579,0.062391681,0.060658579,0.058925477,0.067590988,0.067590988,0.060658579,0.051993068,0.051993068,0.041594454,0.032928943,0.022530329,0.034662045,0.153846154,0,0.846153846,0,0,0,LD
Oldham,0.066088393,0.071871128,0.074762495,0.067327551,0.058240397,0.061957869,0.06897976,0.066914498,0.062370921,0.061131764,0.066501446,0.061957869,0.05204461,0.044609665,0.043783561,0.031391987,0.02189178,0.011565469,0.017761256,0.15,0.583333333,0.15,0,0.116666667,0,LAB
Oxford,0.043800123,0.048118445,0.053053671,0.0980876,0.135718692,0.095003085,0.082048118,0.067859346,0.059222702,0.054287477,0.054287477,0.050586058,0.039481801,0.032078964,0.030228254,0.022208513,0.016039482,0.010487353,0.017273288,0,0.666666667,0.1875,0.125,0.020833333,0,LAB
Oxfordshire,0.052392114,0.056528333,0.059285813,0.062043292,0.066041638,0.068109748,0.070867227,0.067558252,0.063973528,0.063835654,0.06852337,0.066593134,0.055149593,0.046325658,0.046877154,0.035571488,0.024955191,0.015855508,0.025230939,0.333333333,0.238095238,0.333333333,0.047619048,0.047619048,0,NOC
Pendle,0.061586639,0.068893528,0.070981211,0.060542797,0.054279749,0.058455115,0.066805846,0.067849687,0.060542797,0.061586639,0.065762004,0.063674322,0.058455115,0.050104384,0.051148225,0.034446764,0.022964509,0.013569937,0.020876827,0.515151515,0.303030303,0.151515152,0,0.03030303,0,CON
Peterborough,0.065832174,0.072786277,0.071859064,0.057950858,0.054242003,0.07093185,0.080203987,0.080203987,0.07093185,0.064441354,0.06351414,0.057023644,0.048215114,0.03987019,0.037552156,0.026425591,0.019007881,0.012053778,0.019007881,0.466666667,0.216666667,0.133333333,0.066666667,0.1,0.016666667,NOC
Plymouth,0.049867775,0.057045712,0.056667926,0.060068002,0.080090669,0.067623725,0.069512656,0.065734794,0.058934643,0.059690215,0.066490366,0.065357008,0.057801284,0.048734416,0.049867775,0.036645259,0.025311674,0.015489233,0.024178315,0.403508772,0.438596491,0,0.052631579,0.105263158,0,NOC
Portsmouth,0.054300817,0.058145123,0.055742432,0.069678039,0.096588179,0.074002883,0.076886112,0.071600192,0.060067275,0.058625661,0.064392119,0.06150889,0.050456511,0.039884671,0.039404133,0.028351754,0.019702066,0.012974531,0.020182605,0.30952381,0.142857143,0.404761905,0,0.142857143,0,NOC
Preston,0.060175794,0.062204192,0.062204192,0.066260987,0.085192698,0.074374577,0.07234618,0.06693712,0.061528059,0.060851927,0.06423259,0.062880325,0.052062204,0.041920216,0.038539554,0.027045301,0.020283976,0.012846518,0.019607843,0.229166667,0.604166667,0.145833333,0,0.020833333,0,LAB
Reading,0.058553387,0.060275545,0.058553387,0.063145809,0.084385763,0.083811711,0.089552239,0.083811711,0.07347876,0.064867968,0.061423651,0.054535017,0.042479908,0.033295063,0.030424799,0.022962113,0.016647532,0.010332951,0.016647532,0.125,0.666666667,0.0625,0.145833333,0,0,LAB
Redbridge,0.06832098,0.069932324,0.068965517,0.062197873,0.061231067,0.069932324,0.080244924,0.084434418,0.079922655,0.067998711,0.062520142,0.054785691,0.046728972,0.036416371,0.030937802,0.021269739,0.016757976,0.010634869,0.016757976,0.079365079,0.904761905,0,0,0.015873016,0,LAB
Redcar and Cleveland,0.04981685,0.057875458,0.058608059,0.052014652,0.048351648,0.054945055,0.057875458,0.055677656,0.053479853,0.057875458,0.073260073,0.078388278,0.07032967,0.062271062,0.063736264,0.046153846,0.032967033,0.018315018,0.027838828,0.118644068,0.237288136,0.237288136,0,0.406779661,0,NOC
Redditch,0.057471264,0.062068966,0.062068966,0.052873563,0.051724138,0.065517241,0.073563218,0.068965517,0.066666667,0.063218391,0.066666667,0.064367816,0.05862069,0.055172414,0.054022989,0.036781609,0.02183908,0.011494253,0.018390805,0.620689655,0.275862069,0,0.034482759,0.034482759,0.034482759,CON
Reigate and Banstead,0.059642147,0.066269052,0.065606362,0.05102717,0.043074884,0.055666004,0.068919814,0.072233267,0.073558648,0.070907886,0.070245195,0.068919814,0.056328694,0.045062956,0.047051027,0.033797217,0.023856859,0.016567263,0.027833002,0.6,0,0.066666667,0.2,0.133333333,0,CON
Ribble Valley,0.042276423,0.050406504,0.060162602,0.053658537,0.043902439,0.047154472,0.05203252,0.05203252,0.053658537,0.06504065,0.081300813,0.082926829,0.074796748,0.061788618,0.06504065,0.048780488,0.034146341,0.021138211,0.030894309,0.65,0,0.25,0,0.1,0,CON
Richmond upon Thames,0.056864754,0.06557377,0.067622951,0.051741803,0.042008197,0.050717213,0.061987705,0.073258197,0.084016393,0.082991803,0.078893443,0.069672131,0.052766393,0.043032787,0.044569672,0.031762295,0.021004098,0.012807377,0.021516393,0.018518519,0,0.888888889,0.092592593,0,0,LD
Rochdale,0.065236819,0.069258266,0.070151921,0.060321716,0.054512958,0.063002681,0.071045576,0.068364611,0.063002681,0.062555853,0.067470956,0.064343164,0.055853441,0.0487042,0.046023235,0.031277927,0.020554066,0.011617516,0.018319929,0.166666667,0.716666667,0.05,0,0.066666667,0,LAB
Rochford,0.050233645,0.053738318,0.060747664,0.052570093,0.049065421,0.052570093,0.054906542,0.057242991,0.058411215,0.065420561,0.077102804,0.073598131,0.064252336,0.054906542,0.064252336,0.047897196,0.03271028,0.021028037,0.031542056,0.487179487,0,0.128205128,0.025641026,0.358974359,0,NOC
Rossendale,0.053672316,0.062146893,0.064971751,0.053672316,0.046610169,0.057909605,0.064971751,0.062146893,0.060734463,0.066384181,0.077683616,0.074858757,0.063559322,0.055084746,0.056497175,0.036723164,0.02259887,0.014124294,0.021186441,0.305555556,0.527777778,0,0.027777778,0.138888889,0,LAB
Rother,0.039742213,0.045112782,0.051557465,0.046186896,0.040816327,0.04189044,0.044038668,0.042964554,0.045112782,0.053705693,0.069817401,0.079484425,0.07518797,0.074113856,0.08915145,0.066595059,0.046186896,0.030075188,0.048335124,0.394736842,0.052631579,0.184210526,0.026315789,0.315789474,0.026315789,NOC
Rotherham,0.054928518,0.060195636,0.062076749,0.054552295,0.053047404,0.061700527,0.06772009,0.063957863,0.057562077,0.062829195,0.073363431,0.069977427,0.061700527,0.052671181,0.053423627,0.039879609,0.027464259,0.015425132,0.022949586,0.288135593,0.576271186,0.06779661,0,0.06779661,0,LAB
Rugby,0.055944056,0.062062937,0.062937063,0.054195804,0.048076923,0.063811189,0.073426573,0.071678322,0.067307692,0.067307692,0.070804196,0.067307692,0.054195804,0.04458042,0.047202797,0.039335664,0.026223776,0.01486014,0.023601399,0.547619048,0.214285714,0.214285714,0,0.023809524,0,CON
Runnymede,0.054483541,0.054483541,0.054483541,0.073779796,0.085130533,0.056753689,0.063564132,0.064699205,0.064699205,0.068104427,0.066969353,0.065834279,0.053348468,0.043132804,0.043132804,0.034052213,0.023836549,0.017026107,0.027241771,0.585365854,0.073170732,0.073170732,0.024390244,0.243902439,0,CON
Rushcliffe,0.049579832,0.057983193,0.061344538,0.053781513,0.052941176,0.051260504,0.057142857,0.062184874,0.065546218,0.067226891,0.073109244,0.072268908,0.061344538,0.054621849,0.057983193,0.043697479,0.029411765,0.019327731,0.031092437,0.613636364,0.136363636,0.068181818,0.068181818,0.113636364,0,CON
Rushmoor,0.062124248,0.061122244,0.056112224,0.051102204,0.056112224,0.076152305,0.088176353,0.078156313,0.069138277,0.065130261,0.070140281,0.066132265,0.0501002,0.041082164,0.042084168,0.031062124,0.021042084,0.011022044,0.017034068,0.717948718,0.230769231,0.051282051,0,0,0,CON
Rutland,0.041463415,0.048780488,0.06097561,0.068292683,0.043902439,0.051219512,0.053658537,0.053658537,0.056097561,0.058536585,0.073170732,0.070731707,0.065853659,0.06097561,0.068292683,0.051219512,0.036585366,0.02195122,0.034146341,0.222222222,0.037037037,0.222222222,0.037037037,0.481481481,0,NOC
Salford,0.064097814,0.061874768,0.059651723,0.057428677,0.084105224,0.097814005,0.090403853,0.075954057,0.060392738,0.055576139,0.05705817,0.055576139,0.047054465,0.035939237,0.03705076,0.025565024,0.01852538,0.01074472,0.016302334,0.133333333,0.816666667,0.033333333,0,0.016666667,0,LAB
Sandwell,0.064931266,0.071950863,0.071365896,0.0643463,0.059666569,0.065808716,0.072828312,0.07165838,0.067856098,0.06522375,0.067563615,0.060836502,0.050307107,0.040655162,0.037145364,0.028370869,0.021058789,0.01199181,0.018133957,0.125,0.819444444,0,0,0.041666667,0.013888889,LAB
Sefton,0.048335124,0.054063731,0.054779807,0.050125313,0.048335124,0.054421769,0.06122449,0.060150376,0.055853921,0.059792338,0.071965628,0.077694236,0.070891515,0.060508414,0.059076262,0.044396706,0.034371643,0.021482277,0.03329753,0.075757576,0.696969697,0.121212121,0,0.106060606,0,LAB
Sevenoaks,0.05560166,0.063070539,0.067219917,0.054771784,0.041493776,0.047302905,0.05560166,0.060580913,0.06473029,0.068049793,0.073029046,0.073029046,0.061410788,0.053112033,0.057261411,0.043153527,0.029875519,0.019917012,0.03153527,0.796296296,0.018518519,0.074074074,0,0.074074074,0.037037037,CON
Sheffield,0.054267745,0.057502246,0.057681941,0.067385445,0.09146451,0.07277628,0.069901168,0.062893082,0.057681941,0.057861635,0.065229111,0.061994609,0.053009883,0.044564241,0.044204852,0.033962264,0.024618149,0.014734951,0.023000898,0.011904762,0.452380952,0.345238095,0.166666667,0.011904762,0.011904762,NOC
Shropshire,0.044499382,0.050370828,0.053461063,0.052224969,0.046662546,0.052224969,0.055624227,0.053461063,0.051606922,0.061804697,0.075092707,0.078800989,0.071075402,0.064276885,0.067676143,0.052533993,0.035537701,0.021013597,0.033374536,0.554054054,0.135135135,0.202702703,0.054054054,0.054054054,0,CON
Slough,0.07444795,0.080126183,0.080757098,0.062460568,0.05615142,0.067507886,0.081388013,0.09148265,0.086435331,0.070031546,0.060567823,0.049842271,0.041640379,0.032176656,0.023974763,0.015772871,0.012618297,0.007570978,0.011987382,0.119047619,0.833333333,0,0,0.047619048,0,LAB
Solihull,0.054116559,0.063829787,0.062904718,0.054579093,0.049491212,0.055504163,0.06012951,0.060592044,0.060592044,0.063829787,0.072155412,0.071230342,0.06012951,0.050416281,0.055966698,0.043478261,0.030064755,0.019426457,0.030989824,0.549019608,0,0.098039216,0.274509804,0.078431373,0,CON
Somerset,0.047235829,0.053358992,0.05703289,0.05213436,0.045486354,0.053358992,0.057907628,0.055108467,0.05353394,0.060706788,0.072603219,0.075577327,0.067529741,0.063156053,0.067529741,0.05003499,0.033589923,0.020643807,0.033939818,0.327272727,0.045454545,0.554545455,0.045454545,0.027272727,0,LD
South Cambridgeshire,0.054320988,0.064197531,0.065432099,0.053703704,0.038888889,0.051234568,0.062345679,0.068518519,0.072839506,0.07345679,0.072839506,0.069135802,0.057407407,0.05,0.052469136,0.039506173,0.027160494,0.016666667,0.027160494,0.2,0,0.755555556,0,0.022222222,0.022222222,LD
South Derbyshire,0.054104478,0.059701493,0.0625,0.053171642,0.048507463,0.064365672,0.067164179,0.064365672,0.0625,0.068097015,0.078358209,0.072761194,0.058768657,0.053171642,0.052238806,0.037313433,0.023320896,0.013992537,0.021455224,0.444444444,0.444444444,0,0,0.111111111,0,NOC
South Gloucestershire,0.055440771,0.058884298,0.057506887,0.055785124,0.062327824,0.066804408,0.070592287,0.067837466,0.062327824,0.062327824,0.069903581,0.068526171,0.055440771,0.046487603,0.048553719,0.038911846,0.026515152,0.016528926,0.025826446,0.540983607,0.180327869,0.278688525,0,0,0,CON
South Hams,0.039503386,0.0496614,0.054176072,0.048532731,0.03724605,0.041760722,0.048532731,0.0496614,0.050790068,0.058690745,0.073363431,0.083521445,0.08013544,0.073363431,0.079006772,0.056433409,0.03724605,0.022573363,0.036117381,0.516129032,0,0.322580645,0.064516129,0.096774194,0,CON
South Holland,0.049421661,0.05362776,0.054679285,0.048370137,0.047318612,0.054679285,0.060988433,0.057833859,0.05573081,0.064143007,0.072555205,0.075709779,0.065194532,0.058885384,0.065194532,0.047318612,0.033648791,0.01997897,0.031545741,0.675675676,0,0,0,0.324324324,0,CON
South Kesteven,0.047419805,0.056485356,0.061366806,0.051603905,0.042538354,0.052301255,0.056485356,0.056485356,0.058577406,0.066248257,0.076011158,0.076011158,0.066945607,0.059972106,0.063458856,0.048117155,0.030683403,0.018131102,0.029288703,0.642857143,0.035714286,0.053571429,0,0.25,0.017857143,CON
South Norfolk,0.049330514,0.057082452,0.057082452,0.048625793,0.042283298,0.051444679,0.057787174,0.059901339,0.058491896,0.06483439,0.071176885,0.073995772,0.06483439,0.059196617,0.066243834,0.050035236,0.033826638,0.021141649,0.033826638,0.695652174,0.02173913,0.217391304,0,0.065217391,0,CON
South Oxfordshire,0.053655265,0.059020791,0.061032864,0.050972502,0.042924212,0.055667337,0.062374245,0.064386318,0.065057009,0.069081154,0.076458753,0.072434608,0.060362173,0.050972502,0.052984574,0.042253521,0.030181087,0.018108652,0.028169014,0.277777778,0.083333333,0.361111111,0.138888889,0.138888889,0,NOC
